Order_ID,Order_Date,Customer_Name,Email,Phone,City,State,Product,Category,Qty,Unit_Price,Discount,Payment_Mode,Order_Status,Delivery_Date,Sales,Net_Amount,Profit,Month,Year,Weekday
ORD1065,2025-04-27,Sneha,sneha92@gmail.com,9231780669.0,Mumbai,Maharashtra,Shoes,Fashion,3.0,1499.0,10.0,NetBanking,Pending,2025-01-05,4497.0,4047.3,809.46,April,2025.0,Sunday
ORD1066,2025-05-05,Neha,neha26@gmail.com,Unknown,Mumbai,Maharashtra,Watch,Fashion,5.0,2599.0,20.0,Card,Returned,2025-05-05,12995.0,10396.0,2079.2000000000003,May,2025.0,Monday
ORD1067,2025-03-10,Sneha,sneha9@gmail.com,9631416622.0,Delhi,Delhi,Shoes,Fashion,1.0,,0.0,NetBanking,Returned,2025-03-10,,,,March,2025.0,Monday
ORD1069,2025-01-20,Vikas,vikas55@gmail.com,9385463872.0,Lucknow,Up,Shoes,Fashion,1.0,4999.0,0.0,Card,Cancelled,2025-01-20,4999.0,4999.0,999.8000000000001,January,2025.0,Monday
ORD1070,2025-02-28,Sneha,sneha18@gmail.com,9191665927.0,Delhi,Delhi,Chair,Furniture,1.0,499.0,0.0,Wallet,Cancelled,2025-04-03,499.0,499.0,99.80000000000001,February,2025.0,Friday
ORD1071,2025-01-13,Priya,priya8@gmail.com,9398321309.0,Delhi,Delhi,Laptop,Electronics,4.0,999.0,15.0,Card,Returned,2025-01-13,3996.0,3396.6,679.32,January,2025.0,Monday
ORD1072,,Sneha,sneha64@gmail.com,9920347519.0,Bengaluru,Karnataka,Chair,Furniture,3.0,4999.0,0.0,Card,Returned,2025-07-04,14997.0,14997.0,2999.4,,,
,2025-01-26,Vikas,vikas17@gmail.com,9814518863.0,Mumbai,Maharashtra,Chair,Furniture,4.0,4999.0,15.0,NetBanking,Cancelled,2025-01-26,19996.0,16996.6,3399.3199999999997,January,2025.0,Sunday
ORD1074,2025-06-15,Neha,neha79@gmail.com,9851707847.0,Pune,Maharashtra,Chair,Furniture,5.0,4999.0,20.0,Card,Delivered,2025-06-15,24995.0,19996.0,3999.2000000000003,June,2025.0,Sunday
ORD1075,2025-05-20,Vikas,vikas2@gmail.com,9934129735.0,Pune,Maharashtra,Mouse,Electronics,4.0,4999.0,5.0,NetBanking,Pending,2025-05-20,19996.0,18996.2,3799.2400000000002,May,2025.0,Tuesday
ORD1077,2025-01-24,Neha,neha85@gmail.com,9919894416.0,Mumbai,Maharashtra,Bottle,Home,2.0,499.0,0.0,Wallet,Cancelled,2025-01-24,998.0,998.0,199.60000000000002,January,2025.0,Friday
ORD1078,2025-02-01,Neha,neha42@gmail.com,9561350940.0,Lucknow,Up,Chair,Furniture,5.0,1499.0,20.0,Card,Pending,2025-06-02,7495.0,5996.0,1199.2,February,2025.0,Saturday
ORD1079,2025-01-27,Priya,priya59@gmail.com,9961124731.0,Lucknow,Up,Mouse,Electronics,1.0,1999.0,15.0,Card,Returned,2025-04-02,1999.0,1699.15,339.83000000000004,January,2025.0,Monday
ORD1080,,Priya,priya79@gmail.com,9541666116.0,Jaipur,Rajasthan,Laptop,Electronics,5.0,1499.0,5.0,COD,Returned,,7495.0,7120.25,1424.0500000000002,,,
ORD1081,,Sneha,sneha41@gmail.com,9406235087.0,Jaipur,Rajasthan,Bottle,Home,5.0,999.0,20.0,Wallet,Returned,2025-04-06,4995.0,3996.0,799.2,,,
ORD1082,2025-06-01,Vikas,vikas84@gmail.com,9289950400.0,Pune,Maharashtra,Watch,Fashion,3.0,1999.0,5.0,COD,Pending,2025-08-06,5997.0,5697.15,1139.43,June,2025.0,Sunday
ORD1083,2025-05-14,Priya,priya17@gmail.com,9678334449.0,Bengaluru,Karnataka,Shoes,Fashion,5.0,2599.0,15.0,Wallet,Cancelled,2025-05-14,12995.0,11045.75,2209.15,May,2025.0,Wednesday
ORD1084,2025-01-28,Sneha,sneha42@gmail.com,9224233737.0,Delhi,Delhi,Mouse,Electronics,5.0,,5.0,UPI,Delivered,2025-04-02,,,,January,2025.0,Tuesday
ORD1085,2025-01-02,Vikas,vikas8@gmail.com,9811000878.0,Mumbai,Maharashtra,Chair,Furniture,1.0,1999.0,15.0,Card,Returned,2025-07-01,1999.0,1699.15,339.83000000000004,January,2025.0,Thursday
ORD1086,2025-03-24,Rahul,rahul51@gmail.com,9334759931.0,Lucknow,Up,Mouse,Electronics,5.0,2599.0,5.0,Card,Delivered,2025-02-04,12995.0,12345.25,2469.05,March,2025.0,Monday
ORD1087,2025-04-22,Vikas,vikas58@gmail.com,9709409870.0,Bengaluru,Karnataka,Bottle,Home,5.0,2599.0,10.0,Card,Delivered,2025-04-22,12995.0,11695.5,2339.1,April,2025.0,Tuesday
ORD1088,2025-05-04,Rahul,rahul31@gmail.com,Unknown,Bengaluru,Karnataka,Bottle,Home,5.0,9999.0,10.0,Card,Cancelled,2025-09-05,49995.0,44995.5,8999.1,May,2025.0,Sunday
ORD1094,2025-05-17,Rohit,rohit4@gmail.com,9462327553.0,Delhi,Delhi,Mouse,Electronics,3.0,9999.0,0.0,UPI,Pending,2025-05-17,29997.0,29997.0,5999.400000000001,May,2025.0,Saturday
ORD1095,2025-04-05,Rahul,rahul23@gmail.com,9141462098.0,Delhi,Delhi,Chair,Furniture,2.0,999.0,15.0,UPI,Cancelled,2025-04-05,1998.0,1698.3,339.66,April,2025.0,Saturday
ORD1096,2025-04-05,Rohit,rohit73@gmail.com,9444104993.0,Mumbai,Maharashtra,Shoes,Fashion,5.0,,0.0,UPI,Pending,2025-04-05,,,,April,2025.0,Saturday
ORD1097,2025-04-01,Sneha,sneha71@gmail.com,9339643495.0,Mumbai,Maharashtra,Shoes,Fashion,1.0,,0.0,Card,Delivered,2025-07-04,,,,April,2025.0,Tuesday
ORD1098,2025-06-01,Neha,neha42@gmail.com,9795658556.0,Mumbai,Maharashtra,Chair,Furniture,5.0,9999.0,15.0,COD,Returned,2025-04-06,49995.0,42495.75,8499.15,June,2025.0,Sunday
ORD1099,,Rahul,rahul62@gmail.com,9409139402.0,Lucknow,Up,Bottle,Home,1.0,499.0,0.0,UPI,Pending,,499.0,499.0,99.80000000000001,,,
ORD1100,2025-03-18,Priya,priya72@gmail.com,9126426468.0,Pune,Maharashtra,Mouse,Electronics,5.0,499.0,15.0,COD,Pending,2025-03-18,2495.0,2120.75,424.15000000000003,March,2025.0,Tuesday
ORD1102,2025-01-07,Sneha,sneha37@gmail.com,9507523995.0,Mumbai,Maharashtra,Chair,Furniture,5.0,2599.0,5.0,COD,Pending,2025-11-01,12995.0,12345.25,2469.05,January,2025.0,Tuesday
ORD1103,2025-01-26,Rohit,rohit37@gmail.com,9792751135.0,Pune,Maharashtra,Mouse,Electronics,2.0,999.0,20.0,Wallet,Cancelled,2025-03-02,1998.0,1598.4,319.68000000000006,January,2025.0,Sunday
ORD1105,2025-04-16,Sneha,sneha29@gmail.com,9130855060.0,Lucknow,Up,Laptop,Electronics,4.0,9999.0,0.0,COD,Cancelled,2025-04-16,39996.0,39996.0,7999.200000000001,April,2025.0,Wednesday
ORD1107,2025-01-25,Priya,priya18@gmail.com,9857341843.0,Bengaluru,Karnataka,Laptop,Electronics,3.0,1999.0,0.0,Wallet,Returned,2025-01-25,5997.0,5997.0,1199.4,January,2025.0,Saturday
ORD1109,2025-05-09,Priya,priya47@gmail.com,9771632294.0,Jaipur,Rajasthan,Chair,Furniture,2.0,9999.0,0.0,Wallet,Returned,2025-05-09,19998.0,19998.0,3999.6000000000004,May,2025.0,Friday
ORD1110,2025-05-16,Sneha,sneha32@gmail.com,Unknown,Lucknow,Up,Bottle,Home,2.0,999.0,0.0,NetBanking,Returned,2025-05-16,1998.0,1998.0,399.6,May,2025.0,Friday
ORD1111,2025-04-09,Rohit,rohit76@gmail.com,9978213662.0,Pune,Maharashtra,Shoes,Fashion,1.0,2599.0,15.0,NetBanking,Returned,2025-11-04,2599.0,2209.15,441.83000000000004,April,2025.0,Wednesday
ORD1112,2025-05-31,Rohit,rohit23@gmail.com,9476674723.0,Bengaluru,Karnataka,Bottle,Home,4.0,2599.0,15.0,UPI,Delivered,2025-02-06,10396.0,8836.6,1767.3200000000002,May,2025.0,Saturday
ORD1113,2025-02-10,Amit,amit39@gmail.com,9125790157.0,Lucknow,Up,Laptop,Electronics,4.0,499.0,0.0,NetBanking,Cancelled,2025-02-10,1996.0,1996.0,399.20000000000005,February,2025.0,Monday
ORD1114,2025-06-23,Rahul,rahul27@gmail.com,9963695338.0,Jaipur,Rajasthan,Chair,Furniture,5.0,999.0,10.0,Wallet,Returned,2025-01-07,4995.0,4495.5,899.1,June,2025.0,Monday
ORD1115,2025-05-25,Rahul,rahul17@gmail.com,9306692646.0,Delhi,Delhi,Shoes,Fashion,2.0,2599.0,10.0,COD,Cancelled,2025-05-25,5198.0,4678.2,935.64,May,2025.0,Sunday
ORD1116,2025-01-16,Neha,neha74@gmail.com,9328163443.0,Mumbai,Maharashtra,Watch,Fashion,4.0,1499.0,0.0,NetBanking,Pending,2025-01-16,5996.0,5996.0,1199.2,January,2025.0,Thursday
ORD1117,,Priya,priya97@gmail.com,9735134223.0,Lucknow,Up,Bottle,Home,5.0,4999.0,0.0,COD,Delivered,,24995.0,24995.0,4999.0,,,
ORD1119,2025-02-12,Rohit,rohit97@gmail.com,9739414080.0,Bengaluru,Karnataka,Laptop,Electronics,5.0,1999.0,0.0,UPI,Cancelled,2025-02-12,9995.0,9995.0,1999.0,February,2025.0,Wednesday
ORD1120,,Priya,priya70@gmail.com,9908689377.0,Mumbai,Maharashtra,Chair,Furniture,2.0,4999.0,20.0,UPI,Cancelled,,9998.0,7998.4,1599.68,,,
ORD1121,2025-05-20,Vikas,vikas22@gmail.com,9870762927.0,Pune,Maharashtra,Mouse,Electronics,1.0,4999.0,10.0,NetBanking,Cancelled,2025-05-20,4999.0,4499.1,899.8200000000002,May,2025.0,Tuesday
ORD1122,2025-01-22,Neha,neha63@gmail.com,9156805257.0,Delhi,Delhi,Shoes,Fashion,3.0,1999.0,15.0,Wallet,Pending,2025-01-02,5997.0,5097.45,1019.49,January,2025.0,Wednesday
ORD1123,2025-04-30,Rohit,rohit35@gmail.com,9130062131.0,Mumbai,Maharashtra,Watch,Fashion,1.0,2599.0,10.0,NetBanking,Cancelled,2025-05-05,2599.0,2339.1,467.82,April,2025.0,Wednesday
ORD1125,2025-01-09,Priya,priya18@gmail.com,9501386326.0,Lucknow,Up,Bottle,Home,1.0,,15.0,Wallet,Returned,2025-01-09,,,,January,2025.0,Thursday
ORD1126,,Amit,amit10@gmail.com,9479561164.0,Delhi,Delhi,Shoes,Fashion,5.0,2599.0,0.0,Wallet,Pending,,12995.0,12995.0,2599.0,,,
ORD1127,2025-01-01,Rahul,rahul90@gmail.com,9327541358.0,Delhi,Delhi,Watch,Fashion,4.0,999.0,0.0,COD,Returned,2025-06-01,3996.0,3996.0,799.2,January,2025.0,Wednesday
ORD1128,2025-02-21,Vikas,vikas76@gmail.com,9363445434.0,Mumbai,Maharashtra,Watch,Fashion,4.0,1499.0,15.0,Wallet,Returned,2025-02-21,5996.0,5096.6,1019.3200000000002,February,2025.0,Friday
ORD1130,2025-01-13,Priya,priya44@gmail.com,9916562666.0,Delhi,Delhi,Bottle,Home,2.0,,5.0,Card,Cancelled,2025-01-13,,,,January,2025.0,Monday
ORD1134,2025-03-02,Vikas,vikas63@gmail.com,9988475551.0,Pune,Maharashtra,Laptop,Electronics,3.0,499.0,0.0,Wallet,Cancelled,2025-10-03,1497.0,1497.0,299.40000000000003,March,2025.0,Sunday
ORD1135,,Neha,neha92@gmail.com,9614026109.0,Mumbai,Maharashtra,Shoes,Fashion,1.0,1999.0,20.0,NetBanking,Pending,2025-01-07,1999.0,1599.2,319.84000000000003,,,
ORD1136,2025-06-21,Rahul,rahul44@gmail.com,9843123958.0,Pune,Maharashtra,Mouse,Electronics,3.0,9999.0,10.0,Card,Delivered,2025-06-21,29997.0,26997.3,5399.46,June,2025.0,Saturday
ORD1137,2025-05-08,Priya,priya19@gmail.com,9332427755.0,Delhi,Delhi,Mouse,Electronics,5.0,4999.0,10.0,Card,Pending,2025-12-05,24995.0,22495.5,4499.1,May,2025.0,Thursday
ORD1138,2025-05-09,Rahul,rahul11@gmail.com,9944201387.0,Lucknow,Up,Shoes,Fashion,5.0,4999.0,5.0,UPI,Delivered,2025-05-09,24995.0,23745.25,4749.05,May,2025.0,Friday
ORD1139,2025-04-23,Amit,amit5@gmail.com,9371222104.0,Bengaluru,Karnataka,Bottle,Home,3.0,2599.0,0.0,UPI,Cancelled,2025-04-23,7797.0,7797.0,1559.4,April,2025.0,Wednesday
ORD1140,2025-05-05,Neha,neha87@gmail.com,9450353595.0,Lucknow,Up,Laptop,Electronics,1.0,4999.0,10.0,NetBanking,Cancelled,2025-12-05,4999.0,4499.1,899.8200000000002,May,2025.0,Monday
ORD1141,2025-05-12,Amit,amit95@gmail.com,9184871973.0,Pune,Maharashtra,Chair,Furniture,5.0,9999.0,0.0,Wallet,Cancelled,2025-05-12,49995.0,49995.0,9999.0,May,2025.0,Monday
ORD1142,2025-06-18,Vikas,vikas38@gmail.com,9879878656.0,Mumbai,Maharashtra,Shoes,Fashion,5.0,1999.0,0.0,Card,Cancelled,2025-06-18,9995.0,9995.0,1999.0,June,2025.0,Wednesday
ORD1143,2025-04-16,Neha,neha16@gmail.com,9599207109.0,Bengaluru,Karnataka,Chair,Furniture,5.0,4999.0,0.0,COD,Returned,2025-04-16,24995.0,24995.0,4999.0,April,2025.0,Wednesday
ORD1144,,Vikas,vikas79@gmail.com,9571041137.0,Delhi,Delhi,Watch,Fashion,1.0,1499.0,0.0,Wallet,Returned,,1499.0,1499.0,299.8,,,
ORD1145,2025-04-27,Rahul,rahul70@gmail.com,9503257666.0,Mumbai,Maharashtra,Bottle,Home,1.0,1499.0,0.0,COD,Pending,2025-02-05,1499.0,1499.0,299.8,April,2025.0,Sunday
,2025-01-15,Sneha,sneha17@gmail.com,9151754926.0,Lucknow,Up,Bottle,Home,5.0,4999.0,5.0,COD,Returned,2025-01-15,24995.0,23745.25,4749.05,January,2025.0,Wednesday
ORD1148,2025-03-28,Rahul,rahul11@gmail.com,9859241823.0,Mumbai,Maharashtra,Watch,Fashion,1.0,999.0,20.0,COD,Cancelled,2025-05-04,999.0,799.2,159.84000000000003,March,2025.0,Friday
ORD1149,2025-04-01,Priya,priya44@gmail.com,9690060173.0,Pune,Maharashtra,Shoes,Fashion,2.0,1999.0,0.0,NetBanking,Returned,2025-10-04,3998.0,3998.0,799.6,April,2025.0,Tuesday
ORD1150,2025-05-15,Rohit,rohit3@gmail.com,9783266736.0,Mumbai,Maharashtra,Shoes,Fashion,5.0,2599.0,10.0,UPI,Cancelled,2025-05-15,12995.0,11695.5,2339.1,May,2025.0,Thursday
ORD1151,2025-02-14,Amit,amit62@gmail.com,9779578645.0,Delhi,Delhi,Mouse,Electronics,1.0,2599.0,10.0,Wallet,Delivered,2025-02-14,2599.0,2339.1,467.82,February,2025.0,Friday
ORD1152,2025-06-18,Sneha,sneha20@gmail.com,9205144628.0,Jaipur,Rajasthan,Shoes,Fashion,2.0,4999.0,0.0,Wallet,Pending,2025-06-18,9998.0,9998.0,1999.6000000000001,June,2025.0,Wednesday
ORD1153,,Rohit,rohit92@gmail.com,9216677477.0,Bengaluru,Karnataka,Watch,Fashion,1.0,4999.0,0.0,Card,Returned,2025-12-06,4999.0,4999.0,999.8000000000001,,,
ORD1154,2025-04-24,Priya,priya58@gmail.com,Unknown,Pune,Maharashtra,Shoes,Fashion,5.0,2599.0,0.0,NetBanking,Delivered,2025-04-24,12995.0,12995.0,2599.0,April,2025.0,Thursday
ORD1158,2025-06-09,Rohit,rohit77@gmail.com,9893447040.0,Lucknow,Up,Chair,Furniture,2.0,9999.0,20.0,Wallet,Delivered,2025-06-09,19998.0,15998.4,3199.6800000000003,June,2025.0,Monday
ORD1159,2025-03-11,Neha,neha72@gmail.com,9719104422.0,Bengaluru,Karnataka,Laptop,Electronics,3.0,2599.0,0.0,Wallet,Cancelled,2025-03-11,7797.0,7797.0,1559.4,March,2025.0,Tuesday
ORD1160,,Priya,priya27@gmail.com,9203667343.0,Mumbai,Maharashtra,Bottle,Home,2.0,9999.0,20.0,COD,Delivered,,19998.0,15998.4,3199.6800000000003,,,
ORD1161,2025-06-30,Priya,priya55@gmail.com,9835595944.0,Mumbai,Maharashtra,Chair,Furniture,4.0,1499.0,20.0,Wallet,Delivered,2025-08-07,5996.0,4796.8,959.3600000000001,June,2025.0,Monday
ORD1162,,Sneha,sneha8@gmail.com,9313737490.0,Delhi,Delhi,Watch,Fashion,1.0,2599.0,0.0,Card,Delivered,2025-01-04,2599.0,2599.0,519.8000000000001,,,
ORD1164,2025-04-03,Vikas,vikas56@gmail.com,9849315681.0,Lucknow,Up,Bottle,Home,5.0,2599.0,15.0,COD,Delivered,2025-10-04,12995.0,11045.75,2209.15,April,2025.0,Thursday
ORD1165,2025-04-19,Neha,neha28@gmail.com,9235161022.0,Mumbai,Maharashtra,Laptop,Electronics,2.0,499.0,0.0,UPI,Pending,2025-04-19,998.0,998.0,199.60000000000002,April,2025.0,Saturday
ORD1166,2025-04-02,Neha,neha3@gmail.com,9921574268.0,Delhi,Delhi,Chair,Furniture,5.0,1499.0,20.0,COD,Delivered,2025-04-04,7495.0,5996.0,1199.2,April,2025.0,Wednesday
ORD1167,2025-05-25,Sneha,sneha62@gmail.com,9501654641.0,Mumbai,Maharashtra,Mouse,Electronics,3.0,499.0,0.0,NetBanking,Delivered,2025-05-25,1497.0,1497.0,299.40000000000003,May,2025.0,Sunday
ORD1168,2025-02-27,Vikas,vikas27@gmail.com,9983080625.0,Lucknow,Up,Watch,Fashion,1.0,2599.0,15.0,NetBanking,Returned,2025-05-03,2599.0,2209.15,441.83000000000004,February,2025.0,Thursday
ORD1169,2025-02-28,Rahul,rahul11@gmail.com,9846751763.0,Delhi,Delhi,Watch,Fashion,3.0,999.0,15.0,COD,Cancelled,2025-07-03,2997.0,2547.45,509.49,February,2025.0,Friday
ORD1170,2025-01-21,Neha,neha82@gmail.com,9558798402.0,Jaipur,Rajasthan,Shoes,Fashion,5.0,1499.0,0.0,COD,Delivered,2025-01-21,7495.0,7495.0,1499.0,January,2025.0,Tuesday
ORD1172,2025-02-26,Neha,neha16@gmail.com,9521714786.0,Pune,Maharashtra,Mouse,Electronics,3.0,499.0,0.0,Wallet,Pending,2025-04-03,1497.0,1497.0,299.40000000000003,February,2025.0,Wednesday
